"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Percentage of NCD deaths occurring under 70 years","","2019","","European Region","Total","","29.76111","23.82993","36.03499","",
"Percentage of NCD deaths occurring under 70 years","","2019","","European Region","Males","","38.63698","31.8424","45.40513","",
"Percentage of NCD deaths occurring under 70 years","","2019","","European Region","Females","","21.0867","16.35745","26.44059","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Global","Total","","41.75112","32.95958","50.58271","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Global","Males","","47.15076","38.22885","55.78291","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Global","Females","","35.57923","27.13084","44.45751","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Region of the Americas","Total","","36.44895","30.75699","42.51762","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Region of the Americas","Males","","41.40879","35.5797","47.51075","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Region of the Americas","Females","","31.32255","25.86295","37.25445","",
"Percentage of NCD deaths occurring under 70 years","","2019","","South-East Asian Region","Total","","52.36259","42.67313","60.87548","",
"Percentage of NCD deaths occurring under 70 years","","2019","","South-East Asian Region","Males","","56.48669","47.0754","64.62116","",
"Percentage of NCD deaths occurring under 70 years","","2019","","South-East Asian Region","Females","","47.46672","37.56662","56.32907","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Western Pacific Region","Total","","36.01318","29.01121","43.08775","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Western Pacific Region","Males","","41.22836","33.79422","48.42341","",
"Percentage of NCD deaths occurring under 70 years","","2019","","Western Pacific Region","Females","","29.10278","22.89228","35.79151","",
"Percentage of NCD deaths occurring under 70 years","","2019","Afghanistan","Eastern Mediterranean Region","Total","","66.54367","49.74871","77.97528","",
"Percentage of NCD deaths occurring under 70 years","","2019","Afghanistan","Eastern Mediterranean Region","Males","","70.11118","54.59822","80.43609","",
"Percentage of NCD deaths occurring under 70 years","","2019","Afghanistan","Eastern Mediterranean Region","Females","","63.32239","45.46232","75.7289","",
"Percentage of NCD deaths occurring under 70 years","","2019","Albania","European Region","Total","","16.08685","10.37694","23.2788","",
"Percentage of NCD deaths occurring under 70 years","","2019","Albania","European Region","Males","","25.2687","16.92248","34.89827","",
"Percentage of NCD deaths occurring under 70 years","","2019","Albania","European Region","Females","","8.08486","5.0777","12.17137","",
"Percentage of NCD deaths occurring under 70 years","","2019","Algeria","African Region","Total","","36.46758","25.02165","47.99175","",
"Percentage of NCD deaths occurring under 70 years","","2019","Algeria","African Region","Males","","37.70106","25.95253","49.3979","",
"Percentage of NCD deaths occurring under 70 years","","2019","Algeria","African Region","Females","","35.13614","24.03153","46.44899","",
"Percentage of NCD deaths occurring under 70 years","","2019","Angola","African Region","Total","","68.12737","50.65003","79.98888","",
"Percentage of NCD deaths occurring under 70 years","","2019","Angola","African Region","Males","","72.43595","56.58936","82.72581","",
"Percentage of NCD deaths occurring under 70 years","","2019","Angola","African Region","Females","","63.02079","43.86489","76.73196","",
"Percentage of NCD deaths occurring under 70 years","","2019","Antigua and Barbuda","Region of the Americas","Total","","40.89869","31.4242","50.08871","",
"Percentage of NCD deaths occurring under 70 years","","2019","Antigua and Barbuda","Region of the Americas","Males","","41.26957","31.64732","50.71098","",
"Percentage of NCD deaths occurring under 70 years","","2019","Antigua and Barbuda","Region of the Americas","Females","","40.52924","31.20328","49.46102","",
"Percentage of NCD deaths occurring under 70 years","","2019","Argentina","Region of the Americas","Total","","33.25535","26.85252","39.81701","",
"Percentage of NCD deaths occurring under 70 years","","2019","Argentina","Region of the Americas","Males","","39.53058","32.72007","46.34896","",
"Percentage of NCD deaths occurring under 70 years","","2019","Argentina","Region of the Americas","Females","","26.90715","21.09327","32.98904","",
"Percentage of NCD deaths occurring under 70 years","","2019","Armenia","European Region","Total","","37.15325","29.73644","44.51481","",
"Percentage of NCD deaths occurring under 70 years","","2019","Armenia","European Region","Males","","46.87701","38.90013","54.23345","",
"Percentage of NCD deaths occurring under 70 years","","2019","Armenia","European Region","Females","","27.37279","21.02188","34.24128","",
"Percentage of NCD deaths occurring under 70 years","","2019","Australia","Western Pacific Region","Total","","22.63362","17.88942","28.04152","",
"Percentage of NCD deaths occurring under 70 years","","2019","Australia","Western Pacific Region","Males","","26.45233","21.17847","32.36458","",
"Percentage of NCD deaths occurring under 70 years","","2019","Australia","Western Pacific Region","Females","","18.56213","14.45214","23.32236","",
"Percentage of NCD deaths occurring under 70 years","","2019","Austria","European Region","Total","","19.7949","15.49027","24.62738","",
"Percentage of NCD deaths occurring under 70 years","","2019","Austria","European Region","Males","","25.63734","20.56629","31.19287","",
"Percentage of NCD deaths occurring under 70 years","","2019","Austria","European Region","Females","","14.35358","10.88534","18.32542","",
"Percentage of NCD deaths occurring under 70 years","","2019","Azerbaijan","European Region","Total","","45.66795","34.7599","56.14761","",
"Percentage of NCD deaths occurring under 70 years","","2019","Azerbaijan","European Region","Males","","56.36502","45.06824","66.3095","",
"Percentage of NCD deaths occurring under 70 years","","2019","Azerbaijan","European Region","Females","","34.77711","25.19888","44.80878","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bahamas","Region of the Americas","Total","","54.86987","44.60179","63.93193","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bahamas","Region of the Americas","Males","","58.142","47.92003","66.92039","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bahamas","Region of the Americas","Females","","51.15899","40.94471","60.46007","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bahrain","Eastern Mediterranean Region","Total","","54.3039","42.46079","64.61307","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bahrain","Eastern Mediterranean Region","Males","","61.59083","49.78033","71.28286","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bahrain","Eastern Mediterranean Region","Females","","43.45232","32.51108","53.74677","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bangladesh","South-East Asian Region","Total","","47.37702","33.2305","60.37294","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bangladesh","South-East Asian Region","Males","","51.164","36.50628","63.97375","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bangladesh","South-East Asian Region","Females","","42.91076","29.56432","55.92898","",
"Percentage of NCD deaths occurring under 70 years","","2019","Barbados","Region of the Americas","Total","","27.85633","20.2849","35.98361","",
"Percentage of NCD deaths occurring under 70 years","","2019","Barbados","Region of the Americas","Males","","30.92485","22.69844","39.58217","",
"Percentage of NCD deaths occurring under 70 years","","2019","Barbados","Region of the Americas","Females","","25.03436","18.11851","32.58085","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belarus","European Region","Total","","37.11937","28.54903","46.17624","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belarus","European Region","Males","","53.5632","44.06314","62.35234","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belarus","European Region","Females","","21.87726","15.66109","29.48219","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belgium","European Region","Total","","20.98437","16.66283","25.85636","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belgium","European Region","Males","","26.50096","21.5894","31.94706","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belgium","European Region","Females","","15.72531","12.06945","19.89564","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belize","Region of the Americas","Total","","50.62725","40.85282","59.47421","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belize","Region of the Americas","Males","","51.15033","41.2641","59.99509","",
"Percentage of NCD deaths occurring under 70 years","","2019","Belize","Region of the Americas","Females","","49.95983","40.33242","58.80612","",
"Percentage of NCD deaths occurring under 70 years","","2019","Benin","African Region","Total","","63.36145","45.65961","76.44883","",
"Percentage of NCD deaths occurring under 70 years","","2019","Benin","African Region","Males","","67.86753","50.61825","79.80013","",
"Percentage of NCD deaths occurring under 70 years","","2019","Benin","African Region","Females","","58.6607","40.84288","72.78805","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bhutan","South-East Asian Region","Total","","37.57517","23.11606","52.64855","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bhutan","South-East Asian Region","Males","","38.63448","23.52369","54.64302","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bhutan","South-East Asian Region","Females","","36.20126","22.6014","49.90018","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bolivia (Plurinational State of)","Region of the Americas","Total","","35.25676","21.98713","48.43527","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bolivia (Plurinational State of)","Region of the Americas","Males","","37.39967","23.25587","51.02723","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bolivia (Plurinational State of)","Region of the Americas","Females","","33.3695","20.9052","46.07368","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bosnia and Herzegovina","European Region","Total","","30.48579","22.33751","39.2321","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bosnia and Herzegovina","European Region","Males","","38.76647","29.41006","48.20421","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bosnia and Herzegovina","European Region","Females","","22.31489","15.77402","29.77024","",
"Percentage of NCD deaths occurring under 70 years","","2019","Botswana","African Region","Total","","59.24347","42.41785","72.00298","",
"Percentage of NCD deaths occurring under 70 years","","2019","Botswana","African Region","Males","","64.25642","48.5379","75.70473","",
"Percentage of NCD deaths occurring under 70 years","","2019","Botswana","African Region","Females","","54.1632","36.44479","68.17039","",
"Percentage of NCD deaths occurring under 70 years","","2019","Brazil","Region of the Americas","Total","","43.74378","39.46131","48.09848","",
"Percentage of NCD deaths occurring under 70 years","","2019","Brazil","Region of the Americas","Males","","48.98979","44.72598","53.21615","",
"Percentage of NCD deaths occurring under 70 years","","2019","Brazil","Region of the Americas","Females","","37.94315","33.72383","42.36855","",
"Percentage of NCD deaths occurring under 70 years","","2019","Brunei Darussalam","Western Pacific Region","Total","","53.59542","42.8606","63.10321","",
"Percentage of NCD deaths occurring under 70 years","","2019","Brunei Darussalam","Western Pacific Region","Males","","57.91814","47.30876","67.0032","",
"Percentage of NCD deaths occurring under 70 years","","2019","Brunei Darussalam","Western Pacific Region","Females","","48.77882","38.075","58.62669","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bulgaria","European Region","Total","","29.67328","22.12409","37.35961","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bulgaria","European Region","Males","","38.37959","29.602","46.71062","",
"Percentage of NCD deaths occurring under 70 years","","2019","Bulgaria","European Region","Females","","20.50734","14.7324","26.88989","",
"Percentage of NCD deaths occurring under 70 years","","2019","Burkina Faso","African Region","Total","","72.05328","53.3246","84.51167","",
"Percentage of NCD deaths occurring under 70 years","","2019","Burkina Faso","African Region","Males","","76.14236","56.68952","87.69466","",
"Percentage of NCD deaths occurring under 70 years","","2019","Burkina Faso","African Region","Females","","67.60494","50.22645","80.4629","",
"Percentage of NCD deaths occurring under 70 years","","2019","Burundi","African Region","Total","","71.06422","53.59054","82.69469","",
"Percentage of NCD deaths occurring under 70 years","","2019","Burundi","African Region","Males","","74.77601","58.31134","85.29033","",
"Percentage of NCD deaths occurring under 70 years","","2019","Burundi","African Region","Females","","67.09823","48.84545","79.77063","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cabo Verde","African Region","Total","","43.82111","31.3391","55.67801","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cabo Verde","African Region","Males","","55.09346","41.76486","66.32191","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cabo Verde","African Region","Females","","32.25074","21.816","43.53697","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cambodia","Western Pacific Region","Total","","59.51865","44.90829","71.00701","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cambodia","Western Pacific Region","Males","","63.67217","49.35936","74.38368","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cambodia","Western Pacific Region","Females","","55.15389","40.45291","67.34253","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cameroon","African Region","Total","","70.35903","52.33595","81.93892","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cameroon","African Region","Males","","72.72628","55.49058","83.53116","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cameroon","African Region","Females","","67.82224","49.05639","80.20018","",
"Percentage of NCD deaths occurring under 70 years","","2019","Canada","Region of the Americas","Total","","26.03781","20.76567","31.87394","",
"Percentage of NCD deaths occurring under 70 years","","2019","Canada","Region of the Americas","Males","","30.55248","24.84752","36.78899","",
"Percentage of NCD deaths occurring under 70 years","","2019","Canada","Region of the Americas","Females","","21.41827","16.67299","26.72142","",
"Percentage of NCD deaths occurring under 70 years","","2019","Central African Republic","African Region","Total","","68.78683","49.87094","81.62502","",
"Percentage of NCD deaths occurring under 70 years","","2019","Central African Republic","African Region","Males","","75.22398","58.02897","85.95455","",
"Percentage of NCD deaths occurring under 70 years","","2019","Central African Republic","African Region","Females","","61.87946","42.00986","76.59298","",
"Percentage of NCD deaths occurring under 70 years","","2019","Chad","African Region","Total","","69.51048","51.1811","81.87945","",
"Percentage of NCD deaths occurring under 70 years","","2019","Chad","African Region","Males","","71.88391","53.691","83.49061","",
"Percentage of NCD deaths occurring under 70 years","","2019","Chad","African Region","Females","","67.03467","48.70779","80.15653","",
"Percentage of NCD deaths occurring under 70 years","","2019","Chile","Region of the Americas","Total","","31.28547","24.62833","38.20687","",
"Percentage of NCD deaths occurring under 70 years","","2019","Chile","Region of the Americas","Males","","36.2237","29.03652","43.43872","",
"Percentage of NCD deaths occurring under 70 years","","2019","Chile","Region of the Americas","Females","","26.21092","20.2271","32.67593","",
"Percentage of NCD deaths occurring under 70 years","","2019","China","Western Pacific Region","Total","","37.11755","30.45734","43.70316","",
"Percentage of NCD deaths occurring under 70 years","","2019","China","Western Pacific Region","Males","","41.69699","34.69289","48.36543","",
"Percentage of NCD deaths occurring under 70 years","","2019","China","Western Pacific Region","Females","","30.67679","24.679","36.97132","",
"Percentage of NCD deaths occurring under 70 years","","2019","Colombia","Region of the Americas","Total","","33.62528","24.2657","43.3959","",
"Percentage of NCD deaths occurring under 70 years","","2019","Colombia","Region of the Americas","Males","","34.66025","24.90935","44.71828","",
"Percentage of NCD deaths occurring under 70 years","","2019","Colombia","Region of the Americas","Females","","32.61301","23.645","42.08199","",
"Percentage of NCD deaths occurring under 70 years","","2019","Comoros","African Region","Total","","64.85231","46.57236","77.50852","",
"Percentage of NCD deaths occurring under 70 years","","2019","Comoros","African Region","Males","","68.25868","50.06011","80.30989","",
"Percentage of NCD deaths occurring under 70 years","","2019","Comoros","African Region","Females","","61.50814","43.37057","74.58076","",
"Percentage of NCD deaths occurring under 70 years","","2019","Congo","African Region","Total","","63.15462","46.04662","75.57989","",
"Percentage of NCD deaths occurring under 70 years","","2019","Congo","African Region","Males","","68.79196","52.4429","80.02658","",
"Percentage of NCD deaths occurring under 70 years","","2019","Congo","African Region","Females","","58.01793","40.63875","71.24347","",
"Percentage of NCD deaths occurring under 70 years","","2019","Costa Rica","Region of the Americas","Total","","37.48492","27.14541","47.65501","",
"Percentage of NCD deaths occurring under 70 years","","2019","Costa Rica","Region of the Americas","Males","","40.65935","29.86536","50.91812","",
"Percentage of NCD deaths occurring under 70 years","","2019","Costa Rica","Region of the Americas","Females","","33.85877","24.12991","43.82772","",
"Percentage of NCD deaths occurring under 70 years","","2019","Côte d'Ivoire","African Region","Total","","69.04693","51.93551","80.46506","",
"Percentage of NCD deaths occurring under 70 years","","2019","Côte d'Ivoire","African Region","Males","","70.2684","53.64919","81.1153","",
"Percentage of NCD deaths occurring under 70 years","","2019","Côte d'Ivoire","African Region","Females","","67.26966","49.46608","79.53365","",
"Percentage of NCD deaths occurring under 70 years","","2019","Croatia","European Region","Total","","24.82337","18.2629","32.10006","",
"Percentage of NCD deaths occurring under 70 years","","2019","Croatia","European Region","Males","","34.52494","26.42528","42.83479","",
"Percentage of NCD deaths occurring under 70 years","","2019","Croatia","European Region","Females","","15.77103","11.11014","21.39346","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cuba","Region of the Americas","Total","","33.38987","25.26668","41.48095","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cuba","Region of the Americas","Males","","36.93257","28.51545","45.21903","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cuba","Region of the Americas","Females","","29.17238","21.48413","36.91799","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cyprus","European Region","Total","","21.58554","15.91078","27.97897","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cyprus","European Region","Males","","26.7097","20.36222","33.61775","",
"Percentage of NCD deaths occurring under 70 years","","2019","Cyprus","European Region","Females","","16.09383","11.26776","21.75717","",
"Percentage of NCD deaths occurring under 70 years","","2019","Czechia","European Region","Total","","25.9445","19.7182","32.63059","",
"Percentage of NCD deaths occurring under 70 years","","2019","Czechia","European Region","Males","","33.67633","26.40554","41.06786","",
"Percentage of NCD deaths occurring under 70 years","","2019","Czechia","European Region","Females","","18.08153","13.22605","23.62781","",
"Percentage of NCD deaths occurring under 70 years","","2019","Democratic People's Republic of Korea","South-East Asian Region","Total","","41.81345","29.55074","53.30941","",
"Percentage of NCD deaths occurring under 70 years","","2019","Democratic People's Republic of Korea","South-East Asian Region","Males","","53.79229","40.64581","64.74796","",
"Percentage of NCD deaths occurring under 70 years","","2019","Democratic People's Republic of Korea","South-East Asian Region","Females","","31.23852","20.76388","42.17921","",
"Percentage of NCD deaths occurring under 70 years","","2019","Democratic Republic of the Congo","African Region","Total","","61.75752","42.35755","76.49729","",
"Percentage of NCD deaths occurring under 70 years","","2019","Democratic Republic of the Congo","African Region","Males","","66.23569","46.90274","79.997","",
"Percentage of NCD deaths occurring under 70 years","","2019","Democratic Republic of the Congo","African Region","Females","","56.69235","37.65107","72.20963","",
"Percentage of NCD deaths occurring under 70 years","","2019","Denmark","European Region","Total","","21.39092","16.5078","26.60757","",
"Percentage of NCD deaths occurring under 70 years","","2019","Denmark","European Region","Males","","25.40307","19.96227","31.12124","",
"Percentage of NCD deaths occurring under 70 years","","2019","Denmark","European Region","Females","","17.35896","13.10575","21.96911","",
"Percentage of NCD deaths occurring under 70 years","","2019","Djibouti","Eastern Mediterranean Region","Total","","59.65961","41.10222","73.66359","",
"Percentage of NCD deaths occurring under 70 years","","2019","Djibouti","Eastern Mediterranean Region","Males","","62.03833","43.89873","75.49827","",
"Percentage of NCD deaths occurring under 70 years","","2019","Djibouti","Eastern Mediterranean Region","Females","","56.8964","37.9372","71.47868","",
"Percentage of NCD deaths occurring under 70 years","","2019","Dominican Republic","Region of the Americas","Total","","43.04623","29.71551","55.58472","",
"Percentage of NCD deaths occurring under 70 years","","2019","Dominican Republic","Region of the Americas","Males","","46.25152","32.397","58.85075","",
"Percentage of NCD deaths occurring under 70 years","","2019","Dominican Republic","Region of the Americas","Females","","39.43544","26.81334","51.75666","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ecuador","Region of the Americas","Total","","38.33808","27.51233","49.02747","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ecuador","Region of the Americas","Males","","40.23573","28.95645","51.20178","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ecuador","Region of the Americas","Females","","36.34784","26.03171","46.68834","",
"Percentage of NCD deaths occurring under 70 years","","2019","Egypt","Eastern Mediterranean Region","Total","","54.98471","39.55935","67.51435","",
"Percentage of NCD deaths occurring under 70 years","","2019","Egypt","Eastern Mediterranean Region","Males","","61.0999","45.675","72.85359","",
"Percentage of NCD deaths occurring under 70 years","","2019","Egypt","Eastern Mediterranean Region","Females","","47.88264","33.02337","60.83732","",
"Percentage of NCD deaths occurring under 70 years","","2019","El Salvador","Region of the Americas","Total","","39.22706","26.98974","51.00211","",
"Percentage of NCD deaths occurring under 70 years","","2019","El Salvador","Region of the Americas","Males","","43.49239","30.18683","55.7232","",
"Percentage of NCD deaths occurring under 70 years","","2019","El Salvador","Region of the Americas","Females","","34.35296","23.54581","45.26098","",
"Percentage of NCD deaths occurring under 70 years","","2019","Equatorial Guinea","African Region","Total","","68.74093","48.02001","81.67854","",
"Percentage of NCD deaths occurring under 70 years","","2019","Equatorial Guinea","African Region","Males","","68.02792","47.96348","80.80645","",
"Percentage of NCD deaths occurring under 70 years","","2019","Equatorial Guinea","African Region","Females","","69.42876","48.07693","82.48159","",
"Percentage of NCD deaths occurring under 70 years","","2019","Eritrea","African Region","Total","","55.79961","38.58407","69.4517","",
"Percentage of NCD deaths occurring under 70 years","","2019","Eritrea","African Region","Males","","61.35951","43.97281","74.08323","",
"Percentage of NCD deaths occurring under 70 years","","2019","Eritrea","African Region","Females","","49.90808","33.34365","64.22598","",
"Percentage of NCD deaths occurring under 70 years","","2019","Estonia","European Region","Total","","25.71537","17.83338","33.79206","",
"Percentage of NCD deaths occurring under 70 years","","2019","Estonia","European Region","Males","","38.65193","28.47933","47.99737","",
"Percentage of NCD deaths occurring under 70 years","","2019","Estonia","European Region","Females","","14.82466","9.68158","20.64882","",
"Percentage of NCD deaths occurring under 70 years","","2019","Eswatini","African Region","Total","","59.12922","40.84509","72.44369","",
"Percentage of NCD deaths occurring under 70 years","","2019","Eswatini","African Region","Males","","72.14077","55.8957","82.2123","",
"Percentage of NCD deaths occurring under 70 years","","2019","Eswatini","African Region","Females","","42.16791","24.71144","57.93824","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ethiopia","African Region","Total","","55.12887","41.87212","66.88792","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ethiopia","African Region","Males","","57.46788","44.13229","68.9404","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ethiopia","African Region","Females","","52.73367","39.62131","64.74094","",
"Percentage of NCD deaths occurring under 70 years","","2019","Fiji","Western Pacific Region","Total","","63.9272","52.97859","72.52756","",
"Percentage of NCD deaths occurring under 70 years","","2019","Fiji","Western Pacific Region","Males","","66.47632","56.209","74.55545","",
"Percentage of NCD deaths occurring under 70 years","","2019","Fiji","Western Pacific Region","Females","","60.85854","49.10783","70.068","",
"Percentage of NCD deaths occurring under 70 years","","2019","Finland","European Region","Total","","19.58306","15.17415","24.36862","",
"Percentage of NCD deaths occurring under 70 years","","2019","Finland","European Region","Males","","26.03498","20.75954","31.53827","",
"Percentage of NCD deaths occurring under 70 years","","2019","Finland","European Region","Females","","13.46125","10.03128","17.34916","",
"Percentage of NCD deaths occurring under 70 years","","2019","France","European Region","Total","","22.10101","17.27302","27.58878","",
"Percentage of NCD deaths occurring under 70 years","","2019","France","European Region","Males","","29.09107","23.32924","35.31617","",
"Percentage of NCD deaths occurring under 70 years","","2019","France","European Region","Females","","15.26605","11.55642","19.74335","",
"Percentage of NCD deaths occurring under 70 years","","2019","Gabon","African Region","Total","","54.52916","37.28118","68.32307","",
"Percentage of NCD deaths occurring under 70 years","","2019","Gabon","African Region","Males","","60.88228","44.32268","73.24013","",
"Percentage of NCD deaths occurring under 70 years","","2019","Gabon","African Region","Females","","46.45073","28.93249","61.80375","",
"Percentage of NCD deaths occurring under 70 years","","2019","Gambia","African Region","Total","","65.59104","47.29785","79.25498","",
"Percentage of NCD deaths occurring under 70 years","","2019","Gambia","African Region","Males","","67.10121","48.75185","80.29482","",
"Percentage of NCD deaths occurring under 70 years","","2019","Gambia","African Region","Females","","63.86892","45.69816","78.0524","",
"Percentage of NCD deaths occurring under 70 years","","2019","Georgia","European Region","Total","","32.62549","25.31012","39.82562","",
"Percentage of NCD deaths occurring under 70 years","","2019","Georgia","European Region","Males","","44.70024","36.24605","52.33473","",
"Percentage of NCD deaths occurring under 70 years","","2019","Georgia","European Region","Females","","20.39017","15.05393","26.19159","",
"Percentage of NCD deaths occurring under 70 years","","2019","Germany","European Region","Total","","23.76277","19.06227","28.82189","",
"Percentage of NCD deaths occurring under 70 years","","2019","Germany","European Region","Males","","26.90831","21.91688","32.184","",
"Percentage of NCD deaths occurring under 70 years","","2019","Germany","European Region","Females","","19.79237","15.5093","24.51744","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ghana","African Region","Total","","66.3591","50.96419","77.36122","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ghana","African Region","Males","","69.33443","54.02334","79.78859","",
"Percentage of NCD deaths occurring under 70 years","","2019","Ghana","African Region","Females","","62.84398","47.56218","74.35855","",
"Percentage of NCD deaths occurring under 70 years","","2019","Greece","European Region","Total","","19.80876","16.25153","23.75649","",
"Percentage of NCD deaths occurring under 70 years","","2019","Greece","European Region","Males","","25.64052","21.58848","30.04625","",
"Percentage of NCD deaths occurring under 70 years","","2019","Greece","European Region","Females","","13.60908","10.68923","16.9213","",
"Percentage of NCD deaths occurring under 70 years","","2019","Grenada","Region of the Americas","Total","","41.52358","32.93055","49.86964","",
"Percentage of NCD deaths occurring under 70 years","","2019","Grenada","Region of the Americas","Males","","45.95811","37.12174","54.3355","",
"Percentage of NCD deaths occurring under 70 years","","2019","Grenada","Region of the Americas","Females","","36.50339","28.32754","44.65457","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guatemala","Region of the Americas","Total","","53.14368","41.47462","63.08813","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guatemala","Region of the Americas","Males","","56.03317","44.02226","65.92953","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guatemala","Region of the Americas","Females","","50.12173","38.91155","60.01386","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guinea","African Region","Total","","68.09956","50.97125","79.82698","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guinea","African Region","Males","","70.19357","52.76513","81.6078","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guinea","African Region","Females","","66.47064","49.64891","78.37934","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guinea-Bissau","African Region","Total","","69.68006","52.63939","82.08399","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guinea-Bissau","African Region","Males","","74.58309","58.30035","85.48318","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guinea-Bissau","African Region","Females","","64.92994","47.64933","78.55885","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guyana","Region of the Americas","Total","","51.67478","40.53318","61.47886","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guyana","Region of the Americas","Males","","54.76584","43.40997","64.43386","",
"Percentage of NCD deaths occurring under 70 years","","2019","Guyana","Region of the Americas","Females","","48.19644","37.40661","58.05453","",
"Percentage of NCD deaths occurring under 70 years","","2019","Haiti","Region of the Americas","Total","","56.89786","38.1092","71.32338","",
"Percentage of NCD deaths occurring under 70 years","","2019","Haiti","Region of the Americas","Males","","58.89205","40.36036","72.98086","",
"Percentage of NCD deaths occurring under 70 years","","2019","Haiti","Region of the Americas","Females","","55.29804","36.33636","69.96406","",
"Percentage of NCD deaths occurring under 70 years","","2019","Honduras","Region of the Americas","Total","","42.73032","26.67692","57.49254","",
"Percentage of NCD deaths occurring under 70 years","","2019","Honduras","Region of the Americas","Males","","42.66919","27.06393","57.35303","",
"Percentage of NCD deaths occurring under 70 years","","2019","Honduras","Region of the Americas","Females","","42.77936","26.36288","57.60402","",
"Percentage of NCD deaths occurring under 70 years","","2019","Hungary","European Region","Total","","32.47231","25.62914","39.54367","",
"Percentage of NCD deaths occurring under 70 years","","2019","Hungary","European Region","Males","","43.95268","36.13214","51.48396","",
"Percentage of NCD deaths occurring under 70 years","","2019","Hungary","European Region","Females","","22.05435","16.68948","27.97757","",
"Percentage of NCD deaths occurring under 70 years","","2019","Iceland","European Region","Total","","20.87317","16.09976","26.31467","",
"Percentage of NCD deaths occurring under 70 years","","2019","Iceland","European Region","Males","","25.33344","20.01647","31.21634","",
"Percentage of NCD deaths occurring under 70 years","","2019","Iceland","European Region","Females","","16.36627","12.22212","21.25225","",
"Percentage of NCD deaths occurring under 70 years","","2019","India","South-East Asian Region","Total","","53.88323","45.14272","61.42565","",
